id,name,owner,description,handler,renderer,target_class,target_name,wiType,severity,requester,reminders,escalation_count,attributes,identity_request_id,completer
2c9079b06ae0ca1f016ae0ca1f680000,0000050001,OWNER_ID_1,Owner Approval - Account Changes for User: RuleAdministrator,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,RuleAdministrator,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='RuleAdministrator'/>     <entry key='identityName' value='RuleAdministrator'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050001,OrganizationalRoleAdministrator
2c9079b06ae0ca1f016ae0ca1f680001,0000050002,OWNER_ID_1,Owner Approval - Account Changes for User: Helen.King,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,Helen.King,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='Helen.King'/>     <entry key='identityName' value='Helen.King'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050002,Gloria Reynolds
2c9079b06ae0ca1f016ae0ca1f690002,0000050003,OWNER_ID_2,"Owner Approval - Account Changes for User: ""[Evgeni, Evgeni Malkin]""",sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,"""[Evgeni, Evgeni Malkin]""",Approval,1:Normal,REQUESTER_ID,0,0,"<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='""[Evgeni, Evgeni Malkin]""'/>     <entry key='identityName' value='""[Evgeni, Evgeni Malkin]""'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>",0000050003,Maria1 White1
2c9079b06ae0ca1f016ae0ca1f690003,0000050004,OWNER_ID_4,Owner Approval - Account Changes for User: Judy.Warren,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,Judy.Warren,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='Judy.Warren'/>     <entry key='identityName' value='Judy.Warren'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050004,Samuel Marshall
2c9079b06ae0ca1f016ae0ca1f690004,0000050005,OWNER_ID_2,Owner Approval - Account Changes for User: disabled.account,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,disabled.account,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='disabled.account'/>     <entry key='identityName' value='disabled.account'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050005,Russell Spencer
2c9079b06ae0ca1f016ae0ca1f6a0005,0000050006,OWNER_ID_2,Owner Approval - Account Changes for User: Marie.Hughes,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,Marie.Hughes,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='Marie.Hughes'/>     <entry key='identityName' value='Marie.Hughes'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050006,Harold Patterson
2c9079b06ae0ca1f016ae0ca1f6a0006,0000050007,OWNER_ID_3,Owner Approval - Account Changes for User: Larry.Morgan,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,Larry.Morgan,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='Larry.Morgan'/>     <entry key='identityName' value='Larry.Morgan'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050007,ldap
2c9079b06ae0ca1f016ae0ca1f6b0007,0000050008,OWNER_ID_2,Owner Approval - Account Changes for User: Michelle.Perez,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,Michelle.Perez,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='Michelle.Perez'/>     <entry key='identityName' value='Michelle.Perez'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050008,Russell Spencer
2c9079b06ae0ca1f016ae0ca1f6b0008,0000050009,OWNER_ID_1,Owner Approval - Account Changes for User: iiqtc6.user,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,iiqtc6.user,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='iiqtc6.user'/>     <entry key='identityName' value='iiqtc6.user'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050009,Luis Castillo
2c9079b06ae0ca1f016ae0ca1f6b0009,0000050010,OWNER_ID_4,Owner Approval - Account Changes for User: S-DB2002,sailpoint.api.Workflower,lcmWorkItemRenderer.xhtml,sailpoint.object.Identity,S-DB2002,Approval,1:Normal,REQUESTER_ID,0,0,<Attributes>   <Map>     <entry key='approvalMode' value='parallel'/>     <entry key='approvalScheme' value='owner'/>     <entry key='approvalSet'>       <value>         <ApprovalSet>           <ApprovalItem application='Procurement_System' assignmentId='17c841ad6ec44700bd810540acdfad74' id='1f74eb9d9c264cd4b1a8e89d44c4e4a9' name='groups' operation='Add' value='@AUDIT'>             <Attributes>               <Map>                 <entry key='flow' value='AccessRequest'/>                 <entry key='id' value='4028b8816620b940016620b9e24704c1'/>                 <entry key='interface' value='LCM'/>                 <entry key='operation' value='EntitlementAdd'/>               </Map>             </Attributes>           </ApprovalItem>         </ApprovalSet>       </value>     </entry>     <entry key='approvalSplitPoint'/>     <entry key='clearApprovalDecisions'>       <value>         <Boolean></Boolean>       </value>     </entry>     <entry key='flow' value='AccessRequest'/>     <entry key='identityDisplayName' value='S-DB2002'/>     <entry key='identityName' value='S-DB2002'/>     <entry key='identityRequestId' value='0000000034'/>     <entry key='launcher' value='James.Smith'/>     <entry key='policyViolations'/>     <entry key='workItemDescription'/>     <entry key='workItemEscalationFrequency'/>     <entry key='workItemEscalationRule'/>     <entry key='workItemEscalationTemplate'/>     <entry key='workItemHoursBetweenReminders'/>     <entry key='workItemHoursTillEscalation'/>     <entry key='workItemMaxReminders'/>     <entry key='workItemPriority'>       <value>         <WorkItemLevel>Normal</WorkItemLevel>       </value>     </entry>     <entry key='workItemReminderTemplate'/>   </Map> </Attributes>,0000050010,Frank Sampson
